team_name,opponent,match_date,year,round,venue,home_away,result,team_win,recent_form_5,avg_score_last5,win_streak_entering_match,days_rest,points_before_match,ladder_position_before_match,h2h_win_rate_vs_opponent,venue_win_rate
Adelaide Crows,Fremantle Dockers,1998-07-24,1998,17,Domain Stadium,A,L,0,0.8,96.0,-1,7.0,36.0,5.0,1.0,0.2
Adelaide Crows,St Kilda Saints,1998-08-01,1998,18,AAMI Stadium,H,W,1,0.6,93.8,-2,8.0,36.0,7.0,0.5454545454545454,0.6931818181818182
Adelaide Crows,Port Adelaide Power,1998-08-09,1998,19,AAMI Stadium,H,W,1,0.6,105.4,1,8.0,40.0,6.0,0.3333333333333333,0.6966292134831461
Adelaide Crows,Geelong Cats,1998-08-15,1998,20,GMHBA Stadium,A,W,1,0.6,109.4,2,6.0,44.0,5.0,0.5,0.0
Adelaide Crows,North Melbourne Kangaroos,1998-08-22,1998,21,AAMI Stadium,H,L,0,0.6,119.4,3,7.0,48.0,4.0,0.36363636363636365,0.7
Adelaide Crows,West Coast Eagles,1998-08-29,1998,22,Domain Stadium,A,W,1,0.6,117.6,-1,7.0,48.0,6.0,0.45454545454545453,0.16666666666666666
Adelaide Crows,Melbourne Demons,1998-09-05,1998,QF,Melbourne Cricket Ground,A,L,0,0.8,119.4,1,7.0,52.0,5.0,0.7,0.42857142857142855
Adelaide Crows,Sydney Swans,1998-09-12,1998,SF,Sydney Cricket Ground,H,W,1,0.6,105.4,-1,7.0,52.0,3.0,0.5833333333333334,0.6666666666666666
Adelaide Crows,Western Bulldogs,1998-09-19,1998,PF,Melbourne Cricket Ground,H,W,1,0.6,95.4,1,7.0,56.0,4.0,0.45454545454545453,0.4090909090909091
Adelaide Crows,north melbourne kangaroos,1998-09-26,1998,GF,Melbourne Cricket Ground,H,W,1,0.6,104.0,2,7.0,60.0,2.0,,0.43478260869565216
Adelaide Crows,Western Bulldogs,1999-03-27,1999,1,AAMI Stadium,H,L,0,0.8,106.6,3,182.0,0.0,1.0,0.5,0.6923076923076923
Adelaide Crows,Hawthorn Hawks,1999-04-03,1999,2,Waverley Park,A,W,1,0.6,101.0,-1,7.0,0.0,9.0,0.5,0.25
Adelaide Crows,St Kilda Saints,1999-04-11,1999,3,AAMI Stadium,H,W,1,0.8,99.6,1,8.0,4.0,5.0,0.5833333333333334,0.6847826086956522
Adelaide Crows,Brisbane Lions,1999-04-17,1999,4,The Gabba,A,L,0,0.8,100.0,2,6.0,8.0,5.0,0.6666666666666666,0.6
Adelaide Crows,Sydney Swans,1999-04-25,1999,5,AAMI Stadium,H,W,1,0.6,78.6,-1,8.0,8.0,6.0,0.6153846153846154,0.6881720430107527
Adelaide Crows,Port Adelaide Power,1999-05-02,1999,6,AAMI Stadium,H,W,1,0.6,88.6,1,7.0,12.0,4.0,0.5,0.6914893617021277
Adelaide Crows,North Melbourne Kangaroos,1999-05-09,1999,7,Melbourne Cricket Ground,A,L,0,0.8,96.0,2,7.0,16.0,4.0,0.3333333333333333,0.4583333333333333
Adelaide Crows,West Coast Eagles,1999-05-16,1999,8,Domain Stadium,A,L,0,0.6,101.0,-1,7.0,16.0,5.0,0.5,0.2857142857142857
Adelaide Crows,Richmond Tigers,1999-05-22,1999,9,AAMI Stadium,H,L,0,0.4,96.2,-2,6.0,16.0,7.0,0.5,0.6947368421052632
Adelaide Crows,Essendon Bombers,1999-06-04,1999,10,AAMI Stadium,H,L,0,0.4,98.8,-3,13.0,16.0,9.0,0.36363636363636365,0.6875
Adelaide Crows,Fremantle Dockers,1999-06-13,1999,11,Domain Stadium,A,L,0,0.2,80.0,-4,9.0,16.0,10.0,0.6666666666666666,0.25
Adelaide Crows,collingwood magpies,1999-06-19,1999,12,AAMI Stadium,H,W,1,0.0,73.6,-5,6.0,16.0,13.0,1.0,0.6804123711340206
Adelaide Crows,Melbourne Demons,1999-06-27,1999,13,Melbourne Cricket Ground,A,L,0,0.2,76.4,1,8.0,20.0,10.0,0.6363636363636364,0.44
Adelaide Crows,Geelong Cats,1999-07-04,1999,14,AAMI Stadium,H,W,1,0.2,80.2,-1,7.0,20.0,13.0,0.5454545454545454,0.6836734693877551
Adelaide Crows,Carlton Blues,1999-07-10,1999,15,Princes Park,A,L,0,0.4,98.6,1,6.0,24.0,10.0,0.25,0.17647058823529413
Adelaide Crows,western bulldogs,1999-07-17,1999,16,Melbourne Cricket Ground,A,L,0,0.4,104.0,-1,7.0,24.0,11.0,0.0,0.4230769230769231
Adelaide Crows,hawthorn hawks,1999-07-25,1999,17,AAMI Stadium,H,W,1,0.4,106.8,-2,8.0,24.0,11.0,0.5,0.6868686868686869
Adelaide Crows,St Kilda Saints,1999-07-31,1999,18,Waverley Park,A,W,1,0.4,112.0,1,6.0,28.0,11.0,0.6153846153846154,0.3076923076923077
Adelaide Crows,Brisbane Lions,1999-08-08,1999,19,AAMI Stadium,H,L,0,0.6,113.6,2,8.0,32.0,10.0,0.5,0.69
Adelaide Crows,Sydney Swans,1999-08-15,1999,20,Sydney Cricket Ground,A,L,0,0.4,90.6,-1,7.0,32.0,10.0,0.6428571428571429,0.7142857142857143
Adelaide Crows,Port Adelaide Power,1999-08-22,1999,21,AAMI Stadium,A,L,0,0.4,81.2,-2,7.0,32.0,12.0,0.6,0.6831683168316832
Adelaide Crows,North Melbourne Kangaroos,1999-08-29,1999,22,AAMI Stadium,H,L,0,0.4,75.4,-3,7.0,32.0,12.0,0.3076923076923077,0.6764705882352942
Adelaide Crows,western bulldogs,2000-03-11,2000,1,AAMI Stadium,H,L,0,0.2,63.6,-4,195.0,0.0,1.0,0.0,0.6699029126213593
Adelaide Crows,Collingwood Magpies,2000-03-19,2000,2,Melbourne Cricket Ground,A,L,0,0.0,65.4,-5,8.0,0.0,9.0,0.18181818181818182,0.4074074074074074
Adelaide Crows,Geelong Cats,2000-03-25,2000,3,AAMI Stadium,H,L,0,0.0,75.0,-6,6.0,0.0,12.0,0.5833333333333334,0.6634615384615384
Adelaide Crows,West Coast Eagles,2000-04-01,2000,4,WACA,A,L,0,0.0,86.8,-7,7.0,0.0,15.0,0.46153846153846156,0.0
Adelaide Crows,Brisbane Lions,2000-04-08,2000,5,The Gabba,A,L,0,0.0,87.8,-8,7.0,0.0,16.0,0.4,0.5
Adelaide Crows,Hawthorn Hawks,2000-04-16,2000,6,AAMI Stadium,H,W,1,0.0,93.0,-9,8.0,0.0,16.0,0.5454545454545454,0.6571428571428571
Adelaide Crows,port adelaide power,2000-04-23,2000,7,AAMI Stadium,A,W,1,0.2,100.0,1,7.0,4.0,14.0,,0.660377358490566
Adelaide Crows,St Kilda Saints,2000-04-29,2000,8,Marvel Stadium,A,W,1,0.4,101.2,2,6.0,8.0,14.0,0.6428571428571429,
Adelaide Crows,North Melbourne Kangaroos,2000-05-06,2000,9,AAMI Stadium,H,L,0,0.6,102.8,3,7.0,12.0,11.0,0.2857142857142857,0.6635514018691588
Adelaide Crows,Essendon Bombers,2000-05-14,2000,10,Marvel Stadium,A,L,0,0.6,113.2,-1,8.0,12.0,14.0,0.3333333333333333,1.0
Adelaide Crows,melbourne demons,2000-05-21,2000,11,AAMI Stadium,H,W,1,0.6,111.6,-2,7.0,12.0,14.0,1.0,0.6574074074074074
Adelaide Crows,Sydney Swans,2000-05-27,2000,12,AAMI Stadium,H,W,1,0.6,104.0,1,6.0,16.0,12.0,0.6,0.6605504587155964
Adelaide Crows,Richmond Tigers,2000-06-02,2000,13,Marvel Stadium,H,W,1,0.6,104.0,2,6.0,20.0,10.0,0.4444444444444444,0.5
Adelaide Crows,Fremantle Dockers,2000-06-11,2000,14,AAMI Stadium,H,W,1,0.6,106.6,3,9.0,24.0,8.0,0.5,0.6636363636363637
Adelaide Crows,Carlton Blues,2000-06-17,2000,15,Princes Park,A,L,0,0.8,110.6,4,6.0,28.0,6.0,0.23076923076923078,0.16666666666666666
Adelaide Crows,Western Bulldogs,2000-06-25,2000,16,Marvel Stadium,A,L,0,0.8,113.0,-1,8.0,28.0,8.0,0.46153846153846156,0.6666666666666666
Adelaide Crows,Collingwood Magpies,2000-07-02,2000,17,AAMI Stadium,H,W,1,0.6,106.8,-2,7.0,28.0,9.0,0.16666666666666666,0.6666666666666666
Adelaide Crows,Geelong Cats,2000-07-08,2000,18,GMHBA Stadium,A,L,0,0.6,116.6,1,6.0,32.0,8.0,0.5384615384615384,0.14285714285714285
Adelaide Crows,west coast eagles,2000-07-14,2000,19,AAMI Stadium,H,W,1,0.4,112.8,-1,6.0,32.0,9.0,0.5,0.6696428571428571
Adelaide Crows,Brisbane Lions,2000-07-23,2000,20,AAMI Stadium,H,L,0,0.4,105.2,1,9.0,36.0,8.0,0.3333333333333333,0.672566371681416
Adelaide Crows,Hawthorn Hawks,2000-07-29,2000,21,Melbourne Cricket Ground,A,L,0,0.4,101.6,-1,6.0,36.0,10.0,0.5833333333333334,0.39285714285714285
Adelaide Crows,Port Adelaide Power,2000-08-06,2000,22,AAMI Stadium,H,L,0,0.4,100.2,-2,8.0,36.0,11.0,0.5,0.6666666666666666
Adelaide Crows,Sydney Swans,2001-04-01,2001,1,Sydney Cricket Ground,A,L,0,0.2,89.2,-3,238.0,0.0,1.0,0.625,0.625
Adelaide Crows,melbourne demons,2001-04-07,2001,2,AAMI Stadium,H,L,0,0.2,83.6,-4,6.0,0.0,9.0,1.0,0.6608695652173913
Adelaide Crows,Port Adelaide Power,2001-04-15,2001,3,AAMI Stadium,H,L,0,0.0,78.2,-5,8.0,0.0,13.0,0.42857142857142855,0.6551724137931034
Adelaide Crows,Carlton Blues,2001-04-21,2001,4,Princes Park,A,W,1,0.0,80.2,-6,6.0,0.0,14.0,0.21428571428571427,0.15789473684210525
Adelaide Crows,North Melbourne Kangaroos,2001-04-28,2001,5,AAMI Stadium,H,W,1,0.2,79.2,1,7.0,4.0,12.0,0.26666666666666666,0.6495726495726496
Adelaide Crows,Hawthorn Hawks,2001-05-06,2001,6,UTAS Stadium,A,L,0,0.4,78.8,2,8.0,8.0,8.0,0.5384615384615384,
Adelaide Crows,Fremantle Dockers,2001-05-12,2001,7,AAMI Stadium,H,W,1,0.4,82.2,-1,6.0,8.0,10.0,0.6,0.652542372881356
Adelaide Crows,Richmond Tigers,2001-05-18,2001,8,Melbourne Cricket Ground,A,W,1,0.6,86.8,1,6.0,12.0,8.0,0.5,0.3793103448275862
Adelaide Crows,Brisbane Lions,2001-05-26,2001,9,The Gabba,A,W,1,0.8,93.2,2,8.0,16.0,6.0,0.2857142857142857,0.42857142857142855
Adelaide Crows,geelong cats,2001-06-03,2001,10,AAMI Stadium,H,W,1,0.8,106.2,3,8.0,20.0,5.0,0.5,0.6554621848739496
Adelaide Crows,Western Bulldogs,2001-06-09,2001,11,AAMI Stadium,H,L,0,0.8,101.4,4,6.0,24.0,5.0,0.42857142857142855,0.6583333333333333
Adelaide Crows,Essendon Bombers,2001-06-15,2001,12,Marvel Stadium,A,L,0,0.8,102.6,-1,6.0,24.0,6.0,0.3076923076923077,0.5
Adelaide Crows,Collingwood Magpies,2001-06-30,2001,13,AAMI Stadium,H,L,0,0.6,96.6,-2,15.0,24.0,9.0,0.23076923076923078,0.6528925619834711
Adelaide Crows,west coast eagles,2001-07-07,2001,14,AAMI Stadium,H,W,1,0.4,92.0,-3,7.0,24.0,9.0,0.6666666666666666,0.6475409836065574
Adelaide Crows,St Kilda Saints,2001-07-13,2001,15,Marvel Stadium,A,W,1,0.4,79.4,1,6.0,28.0,8.0,0.6666666666666666,0.4
Adelaide Crows,Sydney Swans,2001-07-22,2001,16,AAMI Stadium,H,L,0,0.4,97.4,2,9.0,32.0,7.0,0.5882352941176471,0.6504065040650406
Adelaide Crows,Melbourne Demons,2001-07-28,2001,17,Melbourne Cricket Ground,A,W,1,0.4,89.2,-1,6.0,32.0,9.0,0.5833333333333334,0.4
Adelaide Crows,Port Adelaide Power,2001-08-05,2001,18,AAMI Stadium,A,L,0,0.6,94.6,1,8.0,36.0,8.0,0.375,0.6451612903225806
Adelaide Crows,Carlton Blues,2001-08-11,2001,19,AAMI Stadium,H,W,1,0.6,95.0,-1,6.0,36.0,8.0,0.26666666666666666,0.64
Adelaide Crows,North Melbourne Kangaroos,2001-08-17,2001,20,Marvel Stadium,H,W,1,0.6,103.4,1,6.0,40.0,8.0,0.3125,0.5
Adelaide Crows,hawthorn hawks,2001-08-26,2001,21,AAMI Stadium,H,W,1,0.6,104.6,2,9.0,44.0,7.0,0.6666666666666666,0.6428571428571429
Adelaide Crows,Fremantle Dockers,2001-09-01,2001,22,Domain Stadium,A,L,0,0.8,111.6,3,6.0,48.0,7.0,0.6666666666666666,0.2222222222222222
Adelaide Crows,Carlton Blues,2001-09-08,2001,EF,Melbourne Cricket Ground,A,L,0,0.6,108.2,-1,7.0,48.0,3.0,0.3125,0.41935483870967744
Adelaide Crows,Western Bulldogs,2002-03-31,2002,1,Marvel Stadium,A,W,1,0.6,98.4,-2,204.0,0.0,1.0,0.4,0.5714285714285714
Adelaide Crows,geelong cats,2002-04-06,2002,2,AAMI Stadium,H,W,1,0.6,99.6,1,6.0,4.0,1.0,0.6666666666666666,0.6456692913385826
Adelaide Crows,Sydney Swans,2002-04-13,2002,3,AAMI Stadium,H,W,1,0.6,89.2,2,7.0,8.0,1.0,0.5555555555555556,0.6484375
Adelaide Crows,Essendon Bombers,2002-04-19,2002,4,Marvel Stadium,A,L,0,0.6,93.8,3,6.0,12.0,1.0,0.2857142857142857,0.625
Adelaide Crows,Port Adelaide Power,2002-04-27,2002,5,AAMI Stadium,H,L,0,0.6,93.4,-1,8.0,12.0,2.0,0.3333333333333333,0.6511627906976745
Adelaide Crows,Richmond Tigers,2002-05-05,2002,6,Marvel Stadium,H,W,1,0.6,99.8,-2,8.0,12.0,3.0,0.5454545454545454,0.5555555555555556
Adelaide Crows,Fremantle Dockers,2002-05-11,2002,7,AAMI Stadium,H,W,1,0.6,98.4,1,6.0,16.0,2.0,0.5714285714285714,0.6461538461538462
Adelaide Crows,North Melbourne Kangaroos,2002-05-19,2002,8,Manuka Oval,A,L,0,0.6,100.0,2,8.0,20.0,2.0,0.35294117647058826,
Adelaide Crows,carlton blues,2002-05-26,2002,9,Princes Park,A,W,1,0.4,95.8,-1,7.0,20.0,3.0,0.0,0.2
Adelaide Crows,brisbane lions,2002-06-01,2002,10,AAMI Stadium,H,W,1,0.6,105.8,1,6.0,24.0,2.0,,0.648854961832061
Adelaide Crows,Hawthorn Hawks,2002-06-08,2002,11,AAMI Stadium,H,W,1,0.8,109.6,2,7.0,28.0,1.0,0.5,0.6515151515151515
Adelaide Crows,Melbourne Demons,2002-06-22,2002,12,Princes Park,A,L,0,0.8,109.0,3,14.0,32.0,1.0,0.6153846153846154,0.23809523809523808
Adelaide Crows,West Coast Eagles,2002-06-30,2002,13,Domain Stadium,A,L,0,0.6,100.0,-1,8.0,32.0,3.0,0.42857142857142855,0.2
Adelaide Crows,Collingwood Magpies,2002-07-07,2002,14,AAMI Stadium,H,L,0,0.6,104.8,-2,7.0,32.0,4.0,0.21428571428571427,0.6541353383458647
Adelaide Crows,St Kilda Saints,2002-07-13,2002,15,AAMI Stadium,H,W,1,0.4,101.8,-3,6.0,32.0,5.0,0.6875,0.6492537313432836
Adelaide Crows,western bulldogs,2002-07-21,2002,16,AAMI Stadium,H,W,1,0.4,101.4,1,8.0,36.0,4.0,0.0,0.6518518518518519
Adelaide Crows,Geelong Cats,2002-07-28,2002,17,GMHBA Stadium,A,W,1,0.4,108.6,2,7.0,40.0,4.0,0.5,0.125
Adelaide Crows,Sydney Swans,2002-08-04,2002,18,Sydney Cricket Ground,A,W,1,0.6,112.6,3,7.0,44.0,3.0,0.5789473684210527,0.5555555555555556
Adelaide Crows,Essendon Bombers,2002-08-11,2002,19,AAMI Stadium,H,W,1,0.8,112.4,4,7.0,48.0,3.0,0.26666666666666666,0.6544117647058824
Adelaide Crows,Port Adelaide Power,2002-08-18,2002,20,AAMI Stadium,A,L,0,1.0,114.0,5,7.0,52.0,3.0,0.3,0.656934306569343
Adelaide Crows,Richmond Tigers,2002-08-25,2002,21,AAMI Stadium,H,W,1,0.8,109.4,-1,7.0,52.0,3.0,0.5833333333333334,0.6521739130434783
Adelaide Crows,fremantle dockers,2002-09-01,2002,22,Domain Stadium,A,W,1,0.8,99.2,1,7.0,56.0,3.0,1.0,0.18181818181818182
Adelaide Crows,Brisbane Lions,2002-09-07,2002,QF,The Gabba,A,L,0,0.8,104.6,2,6.0,60.0,3.0,0.375,0.5
Adelaide Crows,Melbourne Demons,2002-09-14,2002,SF,Melbourne Cricket Ground,H,W,1,0.6,90.2,-1,7.0,60.0,2.0,0.5714285714285714,0.40625
Adelaide Crows,Collingwood Magpies,2002-09-21,2002,PF,Melbourne Cricket Ground,A,L,0,0.6,91.4,1,7.0,64.0,3.0,0.2,0.42424242424242425
Adelaide Crows,Fremantle Dockers,2003-03-30,2003,1,AAMI Stadium,H,W,1,0.6,88.8,-1,190.0,0.0,1.0,0.625,0.6546762589928058
Adelaide Crows,St Kilda Saints,2003-04-05,2003,2,Marvel Stadium,A,L,0,0.6,100.4,1,6.0,4.0,1.0,0.7058823529411765,0.6
Adelaide Crows,Sydney Swans,2003-04-13,2003,3,Sydney Cricket Ground,A,W,1,0.4,94.6,-1,8.0,4.0,4.0,0.6,0.6
Adelaide Crows,West Coast Eagles,2003-04-20,2003,4,AAMI Stadium,H,W,1,0.6,106.4,1,7.0,8.0,4.0,0.4,0.6571428571428571
Adelaide Crows,Port Adelaide Power,2003-04-26,2003,5,AAMI Stadium,H,L,0,0.6,101.6,2,6.0,12.0,2.0,0.2727272727272727,0.6595744680851063
Adelaide Crows,north melbourne kangaroos,2003-05-02,2003,6,Marvel Stadium,A,W,1,0.6,102.2,-1,6.0,12.0,3.0,1.0,0.5454545454545454
Adelaide Crows,Collingwood Magpies,2003-05-10,2003,7,AAMI Stadium,H,L,0,0.6,98.0,1,8.0,16.0,2.0,0.1875,0.6549295774647887
Adelaide Crows,Brisbane Lions,2003-05-17,2003,8,The Gabba,A,L,0,0.6,101.6,-1,7.0,16.0,4.0,0.3333333333333333,0.4444444444444444
Adelaide Crows,Western Bulldogs,2003-05-25,2003,9,AAMI Stadium,H,W,1,0.4,98.8,-2,8.0,16.0,7.0,0.4375,0.6503496503496503
Adelaide Crows,Geelong Cats,2003-06-01,2003,10,GMHBA Stadium,A,W,1,0.4,99.4,1,7.0,20.0,6.0,0.5333333333333333,0.2222222222222222
Adelaide Crows,Hawthorn Hawks,2003-06-07,2003,11,Melbourne Cricket Ground,A,L,0,0.6,101.4,2,6.0,24.0,5.0,0.5333333333333333,0.4117647058823529
Adelaide Crows,Melbourne Demons,2003-06-15,2003,12,AAMI Stadium,H,W,1,0.4,90.6,-1,8.0,24.0,7.0,0.6,0.6527777777777778
Adelaide Crows,Carlton Blues,2003-06-29,2003,13,Princes Park,A,W,1,0.6,96.4,1,14.0,28.0,7.0,0.29411764705882354,0.22727272727272727
Adelaide Crows,Richmond Tigers,2003-07-05,2003,14,AAMI Stadium,H,W,1,0.8,97.0,2,6.0,32.0,4.0,0.6153846153846154,0.6551724137931034
Adelaide Crows,Essendon Bombers,2003-07-11,2003,15,AAMI Stadium,H,W,1,0.8,89.6,3,6.0,36.0,4.0,0.3125,0.6575342465753424
Adelaide Crows,Fremantle Dockers,2003-07-20,2003,16,Domain Stadium,A,L,0,0.8,92.4,4,9.0,40.0,4.0,0.6666666666666666,0.25
Adelaide Crows,St Kilda Saints,2003-07-27,2003,17,AAMI Stadium,H,W,1,0.8,96.4,-1,7.0,40.0,5.0,0.6666666666666666,0.6598639455782312
Adelaide Crows,Sydney Swans,2003-08-03,2003,18,AAMI Stadium,H,W,1,0.8,97.4,1,7.0,44.0,4.0,0.6190476190476191,0.6621621621621622
Adelaide Crows,west coast eagles,2003-08-09,2003,19,Domain Stadium,A,W,1,0.8,98.4,2,6.0,48.0,2.0,0.75,0.23076923076923078
Adelaide Crows,Collingwood Magpies,2003-08-15,2003,20,Marvel Stadium,A,L,0,0.8,102.2,3,6.0,52.0,2.0,0.17647058823529413,0.5833333333333334
Adelaide Crows,North Melbourne Kangaroos,2003-08-23,2003,21,AAMI Stadium,H,L,0,0.6,98.4,-1,8.0,52.0,2.0,0.3333333333333333,0.6644295302013423
Adelaide Crows,Port Adelaide Power,2003-08-31,2003,22,AAMI Stadium,A,L,0,0.6,93.2,-2,8.0,52.0,4.0,0.25,0.66
Adelaide Crows,West Coast Eagles,2003-09-06,2003,EF,AAMI Stadium,H,W,1,0.4,80.2,-3,6.0,52.0,2.0,0.4375,0.6556291390728477
Adelaide Crows,brisbane lions,2003-09-12,2003,SF,The Gabba,A,L,0,0.4,83.4,1,6.0,56.0,3.0,1.0,0.4
Adelaide Crows,North Melbourne Kangaroos,2004-03-28,2004,1,Melbourne Cricket Ground,A,L,0,0.2,81.6,-1,198.0,0.0,1.0,0.3157894736842105,0.4
Adelaide Crows,Brisbane Lions,2004-04-03,2004,2,AAMI Stadium,H,L,0,0.2,82.2,-2,6.0,0.0,9.0,0.3,0.6578947368421053
Adelaide Crows,Fremantle Dockers,2004-04-11,2004,3,Domain Stadium,A,L,0,0.2,86.0,-3,8.0,0.0,13.0,0.6,0.2857142857142857
Adelaide Crows,St Kilda Saints,2004-04-17,2004,4,AAMI Stadium,H,L,0,0.2,83.2,-4,6.0,0.0,14.0,0.6842105263157895,0.6535947712418301
Adelaide Crows,Richmond Tigers,2004-04-23,2004,5,Marvel Stadium,A,W,1,0.0,80.2,-5,6.0,0.0,16.0,0.6428571428571429,0.5384615384615384
Adelaide Crows,Geelong Cats,2004-05-02,2004,6,GMHBA Stadium,A,L,0,0.2,90.6,1,9.0,4.0,11.0,0.5625,0.3
Adelaide Crows,Port Adelaide Power,2004-05-08,2004,7,AAMI Stadium,A,W,1,0.2,87.4,-1,6.0,4.0,14.0,0.23076923076923078,0.6493506493506493
Adelaide Crows,essendon bombers,2004-05-14,2004,8,AAMI Stadium,H,L,0,0.4,94.6,1,6.0,8.0,12.0,0.5,0.6516129032258065
Adelaide Crows,collingwood magpies,2004-05-21,2004,9,Marvel Stadium,A,L,0,0.4,98.6,-1,7.0,8.0,13.0,1.0,0.5714285714285714
Adelaide Crows,Hawthorn Hawks,2004-05-29,2004,10,Melbourne Cricket Ground,A,W,1,0.4,92.0,-2,8.0,8.0,14.0,0.5,0.3888888888888889
Adelaide Crows,carlton blues,2004-06-05,2004,11,AAMI Stadium,H,L,0,0.4,91.8,1,7.0,12.0,12.0,0.5,0.6474358974358975
Adelaide Crows,West Coast Eagles,2004-06-12,2004,12,Domain Stadium,A,L,0,0.4,97.6,-1,7.0,12.0,14.0,0.47058823529411764,0.26666666666666666
Adelaide Crows,Western Bulldogs,2004-06-20,2004,13,AAMI Stadium,H,W,1,0.2,89.0,-2,8.0,12.0,15.0,0.47058823529411764,0.643312101910828
Adelaide Crows,Melbourne Demons,2004-07-04,2004,14,AAMI Stadium,H,W,1,0.4,98.8,1,14.0,16.0,12.0,0.625,0.6455696202531646
Adelaide Crows,Sydney Swans,2004-07-10,2004,15,Sydney Cricket Ground,A,L,0,0.6,114.8,2,6.0,20.0,12.0,0.6363636363636364,0.6363636363636364
Adelaide Crows,Fremantle Dockers,2004-07-17,2004,16,AAMI Stadium,H,L,0,0.4,97.2,-1,7.0,20.0,12.0,0.5454545454545454,0.6477987421383647
Adelaide Crows,brisbane lions,2004-07-24,2004,17,The Gabba,A,L,0,0.4,95.8,-2,7.0,20.0,12.0,0.5,0.36363636363636365
Adelaide Crows,North Melbourne Kangaroos,2004-07-30,2004,18,AAMI Stadium,H,W,1,0.4,90.2,-3,6.0,20.0,13.0,0.3,0.64375
Adelaide Crows,st kilda saints,2004-08-07,2004,19,UTAS Stadium,A,L,0,0.4,73.4,1,8.0,24.0,13.0,0.5,0.0
Adelaide Crows,richmond tigers,2004-08-15,2004,20,AAMI Stadium,H,W,1,0.2,58.0,-1,8.0,24.0,13.0,0.5,0.6459627329192547
Adelaide Crows,Geelong Cats,2004-08-21,2004,21,AAMI Stadium,H,W,1,0.4,76.6,1,6.0,28.0,13.0,0.5294117647058824,0.6481481481481481
Adelaide Crows,Port Adelaide Power,2004-08-29,2004,22,AAMI Stadium,H,L,0,0.6,82.4,2,8.0,32.0,12.0,0.2857142857142857,0.6503067484662577
Adelaide Crows,West Coast Eagles,2005-03-27,2005,1,AAMI Stadium,H,L,0,0.6,84.8,-1,210.0,0.0,1.0,0.4444444444444444,0.6463414634146342
Adelaide Crows,collingwood magpies,2005-04-03,2005,2,Marvel Stadium,A,W,1,0.4,85.6,-2,7.0,0.0,9.0,0.6666666666666666,0.5333333333333333
Adelaide Crows,Port Adelaide Power,2005-04-10,2005,3,AAMI Stadium,H,W,1,0.6,88.2,1,7.0,4.0,4.0,0.26666666666666666,0.6424242424242425
Adelaide Crows,sydney swans,2005-04-17,2005,4,Sydney Cricket Ground,A,W,1,0.6,85.4,2,7.0,8.0,4.0,,0.5833333333333334
Adelaide Crows,Western Bulldogs,2005-04-23,2005,5,Marvel Stadium,A,L,0,0.6,87.6,3,6.0,12.0,3.0,0.5,0.5625
Adelaide Crows,North Melbourne Kangaroos,2005-04-30,2005,6,AAMI Stadium,H,W,1,0.6,97.4,-1,7.0,12.0,4.0,0.3333333333333333,0.6445783132530121
Adelaide Crows,Melbourne Demons,2005-05-06,2005,7,Melbourne Cricket Ground,A,L,0,0.8,101.6,1,6.0,16.0,3.0,0.6470588235294118,0.40540540540540543
Adelaide Crows,Brisbane Lions,2005-05-14,2005,8,AAMI Stadium,H,L,0,0.6,96.2,-1,8.0,16.0,6.0,0.2727272727272727,0.6467065868263473
Adelaide Crows,st kilda saints,2005-05-20,2005,9,Marvel Stadium,A,W,1,0.4,84.0,-2,6.0,16.0,6.0,0.3333333333333333,0.5294117647058824
Adelaide Crows,Carlton Blues,2005-05-29,2005,10,AAMI Stadium,H,W,1,0.4,80.6,1,9.0,20.0,5.0,0.3333333333333333,0.6428571428571429
Adelaide Crows,Essendon Bombers,2005-06-04,2005,11,AAMI Stadium,H,W,1,0.6,73.0,2,6.0,24.0,5.0,0.35294117647058826,0.6449704142011834
Adelaide Crows,Geelong Cats,2005-06-12,2005,12,GMHBA Stadium,A,L,0,0.6,88.4,3,8.0,28.0,3.0,0.5555555555555556,0.2727272727272727
Adelaide Crows,richmond tigers,2005-06-18,2005,13,Marvel Stadium,A,W,1,0.6,89.0,-1,6.0,28.0,4.0,0.6,0.5555555555555556
Adelaide Crows,Fremantle Dockers,2005-07-03,2005,14,AAMI Stadium,H,W,1,0.8,102.8,1,15.0,32.0,3.0,0.5,0.6470588235294118
Adelaide Crows,Hawthorn Hawks,2005-07-10,2005,15,UTAS Stadium,A,W,1,0.8,101.0,2,7.0,36.0,2.0,0.5294117647058824,0.0
Adelaide Crows,Western Bulldogs,2005-07-17,2005,16,AAMI Stadium,H,W,1,0.8,102.4,3,7.0,40.0,2.0,0.47368421052631576,0.6491228070175439
Adelaide Crows,North Melbourne Kangaroos,2005-07-24,2005,17,Marvel Stadium,A,W,1,0.8,94.0,4,7.0,44.0,2.0,0.36363636363636365,0.5789473684210527
Adelaide Crows,Sydney Swans,2005-07-30,2005,18,AAMI Stadium,H,W,1,1.0,107.0,5,6.0,48.0,2.0,0.6086956521739131,0.6511627906976745
Adelaide Crows,Melbourne Demons,2005-08-06,2005,19,AAMI Stadium,H,W,1,1.0,91.4,6,7.0,52.0,2.0,0.6111111111111112,0.653179190751445
Adelaide Crows,Port Adelaide Power,2005-08-13,2005,20,AAMI Stadium,A,W,1,1.0,92.6,7,7.0,56.0,2.0,0.3125,0.6551724137931034
